,site_name,development_status,development_status,long,lat,technology_type,capacity,county,region,country
11627,Carrongrange Park - Hydro Powerhouse,Revised,Revised,-3.7544983741326,56.02391643432436,Small Hydro,,Falkirk,Scotland,Scotland
11628,"Pumping Station, School Lane - Micro Energy Storage",Awaiting Construction,Planning Permission Granted,-0.07777296146885353,52.217874152956256,Battery,0.20,Cambridgeshire,Eastern,England
11629,Coille Linne Wind Farm-  Wind Turbines ,Application Submitted,Planning Application Submitted,-4.399160068539648,58.02381056125617,Wind Onshore,108.50,Highland,Scotland,Scotland
11630,Coille Linne Wind Farm - Battery Energy Storage,Application Submitted,Planning Application Submitted,-4.399160068539648,58.02381056125617,Battery,5.00,Highland,Scotland,Scotland
11631,"Hinckley Leisure Centre, Argents Mead - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.3696348819014716,52.54036968938905,Solar Photovoltaics,0.31,Leicestershire,East Midlands,England
11632,"The University Hospital Of Hartlepool, Holdforth Road - Solar Photovoltaic",Awaiting Construction,Planning Permission Granted,-1.2278365085702814,54.70239773891193,Solar Photovoltaics,0.61,Cleveland,North East,England
11633,Blackhorse Lane - Micro Energy Storage,Awaiting Construction,Planning Permission Granted,-3.459518733914929,50.73299616028886,Battery,0.20,Devon,South West,England
11634,Sewage Pumping Station - Micro Energy Storage,Awaiting Construction,Planning Permission Granted,0.12238396670972301,52.292555811890814,Battery,0.20,Cambridgeshire,Eastern,England
11635,"Market Weighton Road, Barlby - Anaerobic Digestion Facility",Application Submitted,Planning Application Submitted,-1.0204188671003087,53.8189027322963,Anaerobic Digestion,,North Yorkshire,Yorkshire and Humber,England
11636,"Perdiswell Leisure Centre, Bilford Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-2.211645176406913,52.2129979363726,Solar Photovoltaics,0.24,Worcestershire,West Midlands,England
11637,"Aston Martin Lagonda, Banbury Road - Solar panels",Awaiting Construction,Planning Permission Granted,-1.4844340735017452,52.194639703179,Solar Photovoltaics,5.20,Warwickshire,West Midlands,England
11638,"Lincoln Bowl, Washingborough Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.5171715133964204,53.220752468168016,Solar Photovoltaics,0.21,Lincolnshire,East Midlands,England
11639,"Shipton Mill Limited, Frampton On Severn Industrial Park - Solar Panels",Awaiting Construction,Planning Permission Granted,-2.367345945472292,51.77446953274362,Solar Photovoltaics,0.17,Gloucestershire,South West,England
11640,Queens Road - Battery Energy Storage,Application Withdrawn,Planning Application Withdrawn,-0.6339567915857331,51.32059592459275,Battery,0.20,Surrey,South East,England
11641,Farm Road -Battery Energy Storage,Application Submitted,Planning Application Submitted,-1.1425650729117158,52.02699654328562,Battery,0.20,Northamptonshire,East Midlands,England
11642,Wigan Youth Zone - Solar Panels,Application Submitted,Planning Application Submitted,-2.6371976586225516,53.55071293603115,Solar Photovoltaics,0.19,Greater Manchester,North West,England
11643,"Newland Farm, Station Road - Solar Photovoltaic Array",Application Submitted,Planning Application Submitted,-0.7865599216416446,53.75282960408376,Solar Photovoltaics,0.31,East Riding of Yorkshire,Yorkshire and Humber,England
11644,Fordham Grange - Solar Panels ,Awaiting Construction,Planning Permission Granted,-2.949345588868277,50.87429227847427,Solar Photovoltaics,1.93,Somerset,South West,England
11645,Fordham Grange -  Battery energy storage,Awaiting Construction,Planning Permission Granted,-2.949345588868277,50.87429227847427,Battery,,Somerset,South West,England
11646,Mathrafal - Solar Array,Application Submitted,Planning Application Submitted,-3.295799589971574,52.691832945992694,Solar Photovoltaics,0.50,Powys,Wales,England
11647,"Tilford Road, Nr Tower Road - Micro Energy Storage Facility",Application Submitted,Planning Application Submitted,-0.7485003612467239,51.125860489360285,Battery,0.20,Surrey,South East,England
11648,Elvington Water Treatment Works - Solar Photovoltaic Array,Awaiting Construction,Planning Permission Granted,-0.9300202848485695,53.926871296528006,Solar Photovoltaics,3.00,East Riding of Yorkshire,Yorkshire and Humber,England
11649,"Fleetspoint Business Centre, Willis Way - Solar PV Panels",Revised,Revised,-1.9889809719470637,50.73124333450005,Solar Photovoltaics,0.15,Dorset,South West,England
11650,"Fleetspoint Business Centre, Willis Way - Solar PV Panels",Revised,Revised,-1.9889809719470637,50.73124333450005,Solar Photovoltaics,0.26,Dorset,South West,England
11651,"Sewage Pumping Station, Rushbottom Lane - Micro Energy Storage",Application Submitted,Planning Application Submitted,0.5477743140768547,51.57428490864959,Battery,0.20,Essex,Eastern,England
11652,"Hopwood Hall College, Rochdale Road - Solar Panels",Application Submitted,Planning Application Submitted,-2.1887079832840795,53.56912447434795,Solar Photovoltaics,0.50,Greater Manchester,North West,England
11653,"Hodgetts Lane, Berkswell - Electricity Storage Facility",Application Submitted,Planning Application Submitted,-1.6106079558852626,52.38626599401114,Battery,49.90,West Midlands,West Midlands,England
11654,"Sewage Treatment Works, Lawford Lane - Micro Energy Storage",Application Submitted,Planning Application Submitted,0.4332394638539412,51.73114577176192,Battery,0.20,Essex,Eastern,England
11655,Lucas Green Road - Micro Energy Storage System,Application Submitted,Planning Application Submitted,-0.6510002512444156,51.330559064776686,Battery,0.20,Surrey,South East,England
11656,Ditcheat - Solar Panels,Application Submitted,Planning Application Submitted,-2.5270936314193095,51.12371286575339,Solar Photovoltaics,3.60,Somerset,South West,England
11657,"Victrex Plant, Hillhouse International Works - Solar Panels",Awaiting Construction,Planning Permission Granted,-3.0022200797574605,53.8839394101255,Solar Photovoltaics,0.39,Lancashire,North West,England
11658,"The University Hospital Of Hartlepool, Holdforth Road - Solar Panels",Application Withdrawn,Planning Application Withdrawn,-1.2278365085702814,54.70239773891193,Solar Photovoltaics,,Cleveland,North East,England
11659,"Parkway Advanced Engineering Centre, New Road - Solar PV Panels",Awaiting Construction,Planning Permission Granted,-2.550118978953493,51.51271044714209,Solar Photovoltaics,,Gloucestershire,South West,England
11660,"Titchfield Lane, Wickham - Battery Energy Storage System",Application Submitted,Planning Application Submitted,-1.2175220372473483,50.886208340518166,Battery,,Hampshire,South East,England
11661,"Rookery Farm, Kimbolton Road - Solar PV Panels & Battery Storage",Application Submitted,Planning Application Submitted,-0.3749158007207958,52.32287045359842,Solar Photovoltaics,49.99,Cambridgeshire,Eastern,England
11662,"Rookery Farm, Kimbolton Road - Solar PV Panels & Battery Storage",Application Submitted,Planning Application Submitted,-0.3749158007207958,52.32287045359842,Battery,50.00,Cambridgeshire,Eastern,England
11663,"Sainsburys Supermarket, Trafalgar Way - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.1177514667904348,51.37582898397006,Solar Photovoltaics,0.57,London,London,England
11664,"Sugar Mill Industrial Estate, Billacombe Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-4.104941085673376,50.367454799661125,Solar Photovoltaics,0.26,Devon,South West,England
11665,"Easter Cringate Cottage, Polmaise Road - Wind Turbines",Application Submitted,Planning Application Submitted,-3.9361816155370506,56.118197905101084,Wind Onshore,30.00,Strathclyde,Scotland,Scotland
11666,"South Point, Hamble-Le-Rice - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.326244787562942,50.85783126792078,Solar Photovoltaics,0.50,Hampshire,South East,England
11667,"Blackhorse Lane, Clyst Honiton - Energy Storage Facility",Awaiting Construction,Planning Permission Granted,-3.464625267425089,50.73452391096231,Battery,0.20,Devon,South West,England
11668,Holmfield Industrial Estate - Energy Storage Facility,Application Submitted,Planning Application Submitted,-1.8738142568423777,53.75854312575156,Battery,,West Yorkshire,Yorkshire and Humber,England
11669,South Camberley Adult Learning Centre - Micro Energy Storage Project,Application Withdrawn,Planning Application Withdrawn,-0.7508683954470393,51.33446311612465,Battery,0.20,Surrey,South East,England
11670,"Tesco Distribution Depot, Dodwells Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.4115357427552184,52.5372859730672,Solar Photovoltaics,,Leicestershire,East Midlands,England
11671,Eggborough Battery Energy Storage System,Awaiting Construction,Planning Permission Granted,-1.1624310002734624,53.71894075015177,Battery,550.00,East Riding of Yorkshire,Yorkshire and Humber,England
11672,"Bath Sports And Leisure Centre, North Parade Road - Solar PV Panels",Under Construction,Under Construction,-2.3536432502256934,51.38161514711443,Solar Photovoltaics,,Somerset,South West,England
11673,"West Leake Lane, Ratcliffe - Battery Storage",Application Submitted,Planning Application Submitted,-1.2169743305910163,52.83379579874071,Battery,99.90,Nottinghamshire,East Midlands,England
11674,"Sainsburys Superstore, Merton High Street - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.18161207121005224,51.415200078612095,Solar Photovoltaics,0.99,London,London,England
11675,"Lower House Farm, Lewth Lane - Solar Farm",Application Submitted,Planning Application Submitted,-2.798670881282124,53.82524620486848,Solar Photovoltaics,20.00,Lancashire,North West,England
11676,"Cowpen Bewley, Seal Sands Link Road - Battery Energy Storage",Application Submitted,Planning Application Submitted,-1.1681109275546329,54.6096255189579,Battery,200.00,Cleveland,North East,England
11677,"Burnt House Farm, Hoxne Road - Solar PV Array ",Awaiting Construction,Planning Permission Granted,1.1726237112181368,52.32602555708435,Solar Photovoltaics,0.30,Suffolk,Eastern,England
11678,"Burnt House Farm, Hoxne Road - BESS",Awaiting Construction,Planning Permission Granted,1.1726237112181368,52.32602555708435,Battery,0.44,Suffolk,Eastern,England
11679,Whyte and Mackay - Solar Panels,Awaiting Construction,Planning Permission Granted,-3.7280478052077894,56.01407263647125,Solar Photovoltaics,0.25,Falkirk,Scotland,Scotland
11680,"Godstone Fire Station, Fosterdown - Micro Energy Storage Facility",Awaiting Construction,Planning Permission Granted,-0.06729447369497606,51.25616677778027,Battery,0.20,Surrey,South East,England
11681,"Christchurch Road, Downton - Battery Storage",Application Refused,Planning Permission Refused,-1.6140234545172047,50.74169389854859,Battery,0.20,Hampshire,South East,England
11682,Six Towers Road - Battery Storage,Application Refused,Planning Permission Refused,-2.0011673216627686,52.596264171931026,Battery,,West Midlands,West Midlands,England
11683,North Lanrigg Energy Storage,Application Submitted,Planning Application Submitted,-3.9168374486858104,55.83457738247911,Battery,200.00,Strathclyde,Scotland,Scotland
11684,Pencloe Wind Farm - Wind Farm Extension,Application Submitted,Planning Application Submitted,-4.180748921498081,55.359893994943185,Wind Onshore,22.50,Ayrshire,Scotland,Scotland
11685,"Pont yr Afon Gam, Llan Ffestiniog - Hydro Electric Scheme",Application Submitted,Planning Application Submitted,-3.915075329040716,52.962085467270335,Large Hydro,0.60,Gwynedd,Wales,Wales
11686,"Curtiss Wright Controls, Enterprise Way - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.853731280863503,50.78325566412076,Solar Photovoltaics,1.00,Dorset,South West,England
11687,"Balmacassie Brae, Balmacassie Commercial Park - Wind Power Tower",Application Submitted,Planning Application Submitted,-2.049362904919359,57.36879721627012,Wind Onshore,0.10,Aberdeenshire,Scotland,Scotland
11688,Yeowood Farm - Battery Energy Storage,Application Refused,Planning Permission Refused,-2.786373079732943,51.35919665785619,Battery,49.90,Somerset,South West,England
11689,Land Adjacent to Walpole National Grid Substation - Battery Energy Storage,Application Submitted,Planning Application Submitted,0.1960329489804755,52.732112866820216,Battery,,Cambridgeshire,Eastern,England
11690,"Grantham Meres Leisure Centre, Trent Road - Solar PV Panels",Application Submitted,Planning Application Submitted,-0.6650872857279544,52.90724865813892,Solar Photovoltaics,0.20,Lincolnshire,East Midlands,England
11691,Bay Gateway - Battery Storage Facility,Awaiting Construction,Planning Permission Granted,-2.8582809507541134,54.04320827758188,Battery,200.00,Lancashire,North West,England
11692,"Mundham, Runcton Lane - Solar Farm",Application Refused,Planning Permission Refused,-0.7383894571491281,50.80435135711102,Solar Photovoltaics,30.00,West Sussex,South East,England
11693,"Strichen Solar Project, Clayfords Farm - Solar Panels",Awaiting Construction,Planning Permission Granted,-2.090045300966065,57.58470588869749,Solar Photovoltaics,6.00,Aberdeenshire,Scotland,Scotland
11694,"Rawcliffe Estate, Bridge Lane - Solar Farm",Awaiting Construction,Planning Permission Granted,-0.9503859997446154,53.68408557313292,Solar Photovoltaics,6.00,East Riding of Yorkshire,Yorkshire and Humber,England
11695,"Bus Depot, Gosport Road - Battery Energy Storage",Awaiting Construction,Planning Permission Granted,-1.1787194943314685,50.83882945829798,Battery,,Hampshire,South East,England
11696,Southbury Road - Solar Pv Array,Application Refused,Planning Permission Refused,-0.057513256885838096,51.64762741618215,Solar Photovoltaics,0.30,London,London,England
11697,"Uskmouth Power Station, West Nash Road - Battery Energy Storage",Application Submitted,Planning Application Submitted,-2.949182733253044,51.548517840371545,Battery,,Gwent,Wales,Wales
11698,"Lletty Scilp Farm, Swansea North - Energy Storage System",Application Submitted,Planning Application Submitted,-3.9583069037869496,51.692236904102145,Battery,400.00,West Glamorgan,Wales,Wales
11699,"Grantham Meres Leisure Centre, Trent Road - Solar PV System",Application Submitted,Planning Application Submitted,-0.6650872857279544,52.90724865813892,Solar Photovoltaics,0.25,Lincolnshire,East Midlands,England
11700,Rectory Lane - Energy Storage System,Awaiting Construction,Planning Permission Granted,-2.9647018376678,53.26240172428718,Battery,200.00,Cheshire,North West,England
11701,EV Charging Station Development in Toomebridge,Application Submitted,Planning Application Submitted,-6.472901451665334,54.75804389071009,Battery,45.00,Newtownabbey,Northern Ireland,Northern Ireland
11702,Hatfield Road - Solar Panels,Awaiting Construction,Planning Permission Granted,-0.31118850345271715,51.75146957420065,Solar Photovoltaics,0.29,Hertfordshire,Eastern,England
11703,"Ryburn Valley High School, St Peters Avenue - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.931722436311929,53.70315162289642,Solar Photovoltaics,0.26,West Yorkshire,Yorkshire and Humber,England
11704,"Ash And Lacy, Alma Street - Photovoltaic Solar Panels",Awaiting Construction,Planning Permission Granted,-1.9501423067444204,52.495081933155284,Solar Photovoltaics,0.24,West Midlands,West Midlands,England
11705,La Rue Du Moulin A Vent - Solar PV Arrays,Application Submitted,Planning Application Submitted,inf,inf,Solar Photovoltaics,,Jersey,South West,England
11706,Burton Lane - Micro Energy Storage,Revised,Revised,-0.6000592688710426,53.24973938435855,Battery,0.20,Lincolnshire,East Midlands,England
11707,Endeavour House -  Solar Panels,Awaiting Construction,Planning Permission Granted,-1.295433932276996,54.56158880307213,Solar Photovoltaics,0.16, Cleveland,North East,England
11708,"Willingham By Stow Farm, Marton Road - Battery Energy Storage System",Application Refused,Planning Permission Refused,-0.7041075909374929,53.3394609885687,Battery,,Lincolnshire,East Midlands,England
11709,"Ashgate Hospice, Ashgate Road -  Solar Panels",Awaiting Construction,Planning Permission Granted,-1.4796325279099332,53.24039870094207,Solar Photovoltaics,0.17,Derbyshire,East Midlands,England
11710,"Greenhaume Farm, Askam Road  - Wind Turbine",Application Submitted,Planning Application Submitted,-3.191232964922664,54.16579921301748,Wind Onshore,,Cumbria,North West,England
11711,Mcrae Seafoods - Solar Panels,Awaiting Construction,Planning Permission Granted,-2.0296927003447602,57.6923605716132,Solar Photovoltaics,0.27,Aberdeenshire,Scotland,Scotland
11712,"Herts And Essex High School, Warwick Road - Solar Panels",Revised,Revised,0.17110373244618052,51.86774425377137,Solar Photovoltaics,0.27,Hertfordshire,Eastern,England
11713,"Logierieve Farm, Udny - Solar Array",Application Submitted,Planning Application Submitted,-2.1297319555015957,57.3311471865918,Solar Photovoltaics,0.25,Aberdeenshire,Scotland,Scotland
11714,"Logierieve Farm, Udny - Wind Turbine",Application Submitted,Planning Application Submitted,-2.1297319555015957,57.3311471865918,Wind Onshore,0.25,Aberdeenshire,Scotland,Scotland
11715,"Whitehead Landfill Site, Lower Green Lane - Solar Farm",Application Submitted,Planning Application Submitted,-2.4510955411031268,53.486735261519755,Solar Photovoltaics,10.00,Greater Manchester,North West,England
11716,"Whitehead Landfill Site, Lower Green Lane - Battery Storage",Application Submitted,Planning Application Submitted,-2.4510955411031268,53.486735261519755,Battery,,Greater Manchester,North West,England
11717,"Church House Farm, Warmingham Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-2.436818073538747,53.145305374741675,Solar Photovoltaics,0.15,Cheshire,North West,England
11718,"Belazu Ingredient Company, Long Drive - Solar panels",Awaiting Construction,Planning Permission Granted,-0.356891065983242,51.54252091455829,Solar Photovoltaics,0.31,London,London,England
11719,"Biggar Road, Cleland - Battery Energy Storage System",Awaiting Construction,Planning Permission Granted,-3.933178998630034,55.82503821054651,Battery,30.00,Lanarkshire,Scotland,Scotland
11720,"Pengarnddu Industrial Estate, Dowlais - Hydrogen Electrolyser Plant Facility",Application Submitted,Planning Application Submitted,-3.3375531248730472,51.76932009585442,Hydrogen,8.00,Mid Glamorgan,Wales,Wales
11721,"Bucknell Way, Hacche Lane -Battery Energy Storage",Awaiting Construction,Planning Permission Granted,-3.839781412732085,51.026823626323676,Battery,0.20,Devon,South West,England
11722,"Meadow Stores, Ormiston - Solar Panels",Awaiting Construction,Planning Permission Granted,-2.935354269042471,55.92051667031028,Solar Photovoltaics,0.24,Lothian,Scotland,Scotland
11723,St Georges Road - Energy Storage Facility,Application Withdrawn,Planning Application Withdrawn,-4.051781401112734,51.08685700145909,Battery,0.20,Devon,South West,England
11724,Creyke Beck Substation - Battery Storage,Awaiting Construction,Planning Permission Granted,-0.4187059376251124,53.780614264479254,Battery,,East Riding of Yorkshire,Yorkshire and Humber,England
11725,"Brookfields Park, Brookfields Drive - Solar PV Panels",Awaiting Construction,Planning Permission Granted,-1.3195514923438245,53.505957310957356,Solar Photovoltaics,1.11,South Yorkshire,Yorkshire and Humber,England
11726,Millennium Retail Park - Flats & Retail Space,Application Submitted,Planning Application Submitted,0.01457913637872223,51.48913168479994,Solar Photovoltaics,0.34,London,London,England
11727,"Mousewell Farm, Besom Lane - Solar Farm",Application Submitted,Planning Application Submitted,-2.4266733639163425,51.51965358572429,Solar Photovoltaics,22.00,Gloucestershire,South West,England
11728,"GXO Logistics, Hurricane Way South -  Solar Panels",Revised,Revised,-1.2211570477107818,53.78918457897396,Solar Photovoltaics,0.50,West Yorkshire,Yorkshire and Humber,England
11729,"Nickle Farm, Nickle Lane - Solar Panels",Awaiting Construction,Planning Permission Granted,0.9975471390747898,51.26154174585446,Solar Photovoltaics,0.31,Kent,South East,England
11730,"Southery Road Farm, Ploughmans Drove - Solar Panels",Awaiting Construction,Planning Permission Granted,0.4840882932375712,52.489263442807314,Solar Photovoltaics,0.32,Norfolk,Eastern,England
11731,"Verge At Succombs Hill, By Wapses Lodge Roundabout - Battery Storage",Awaiting Construction,Planning Permission Granted,-0.07262022937569745,51.29980725440599,Battery,0.20,Surrey,South East,England
11732,"Higher Slade Road, Lower Slade - Micro Energy Storage Facility",Awaiting Construction,Planning Permission Granted,-4.130504012245452,51.19271174988098,Battery,0.20,Devon,South West,England
11733,"Sewage Pumping Station, Worlds End Lane - Battery Energy Storage",Application Submitted,Planning Application Submitted,0.707930212757539,51.83729046811748,Battery,0.20,Essex,Eastern,England
11734,"Pumping Station, Corran Way - Micro Energy Storage System",Awaiting Construction,Planning Permission Granted,0.2901285566748661,51.50054860959395,Battery,0.20,Essex,Eastern,England
11735,"Cashmere Works, Birksland Street - Anaerobic Digestion Facility",Awaiting Construction,Planning Permission Granted,-1.7302749046441852,53.790681268379295,Anaerobic Digestion,,West Yorkshire,Yorkshire and Humber,England
11736,"Stubsgill Farm, Distington - Wind Turbine",Application Submitted,Planning Application Submitted,-3.514314824463063,54.59001114482321,Wind Onshore,0.25,Cumbria,North West,England
11737,"Slack Lane, Westhoughton - Battery Energy Storage System",Awaiting Construction,Planning Permission Granted,-2.5192442419766374,53.55820452488812,Battery,45.00,Lancashire,North West,England
11738,"Vospers, Treliske Retail Park - Solar Panels",Awaiting Construction,Planning Permission Granted,-5.097088699545136,50.265123778460485,Solar Photovoltaics,,Cornwall,South West,England
11739,Tullyhubbert Road - Wind Turbine,Application Submitted,Planning Application Submitted,-5.828516027579788,54.52046622737623,Wind Onshore,,Co. Down,Northern Ireland,Northern Ireland
11740,"Newark, Skelwick - Wind Turbine",Awaiting Construction,Planning Permission Granted,-2.9066766096913716,59.289736577759314,Wind Onshore,,Islands,Scotland,Scotland
11741,"West Lancashire College, College Way -Solar Panels",Awaiting Construction,Planning Permission Granted,-2.7800953890231637,53.552778242960535,Solar Photovoltaics,0.22,Greater Manchester,North West,England
11742,Solar PV Development in Lisburn,Application Submitted,Planning Application Submitted,-5.941933748224464,54.48987148548169,Solar Photovoltaics,0.70,Co. Lisburn & Castlereagh,Northern Ireland,Northern Ireland
11743,Wind Turbine Development in Antrim,Application Submitted,Planning Application Submitted,-6.174319243186666,54.78235104596963,Wind Onshore,,Newtownabbey,Northern Ireland,Northern Ireland
11744,"Hetton Commnity Pool/Wellness Centre, Welfare Road - Solar PV array",Application Submitted,Planning Application Submitted,-1.453151248515286,54.821599798897935,Solar Photovoltaics,0.19,Tyne And Wear,North East,England
11745,"Brinsworth Road, Brinsworth - Battery Energy storage",Application Submitted,Planning Application Submitted,-1.3757193788432973,53.39986527255885,Battery,40.00,South Yorkshire,Yorkshire and Humber,England
11746,La Rue De La Hougue Mauger - Solar Farm,Application Submitted,Planning Application Submitted,inf,inf,Solar Photovoltaics,5.38,Jersey,South West,England
11747,Eweleaze Spinney - Battery Energy Storage Facility,Awaiting Construction,Planning Permission Granted,-2.4878616352166403,50.62351357455002,Battery,49.90,Dorset,South West,England
11748,"Sainsburys Supermarket, Stainsacre Lane - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.6003518010811617,54.471061177157296,Solar Photovoltaics,0.31,North Yorkshire,Yorkshire and Humber,England
11749,Ballindreen Road - Wind Turbine,Application Submitted,Planning Application Submitted,-6.577325883477378,55.12292332514642,Wind Onshore,0.50,Co. Derry / Londonderry,Northern Ireland,Northern Ireland
11750,"Rhyddings Business And Enterprise School, Oswaldtwistle  - Solar panels",Awaiting Construction,Planning Permission Granted,-2.3905516003942804,53.74474176186279,Solar Photovoltaics,0.22,Lancashire,North West,England
11751,Broomloan Road -  Battery Energy Storage,Awaiting Construction,Planning Permission Granted,-4.3136959866043565,55.85508196448892,Battery,49.90,Strathclyde,Scotland,Scotland
11752,Barnstaples Farm,Awaiting Construction,Planning Permission Granted,-1.3973880048418563,51.6458883209942,Battery,,Oxfordshire,South East,England
11753,Tacher A,Awaiting Construction,Planning Permission Granted,-3.41690913251293,58.40235555526325,Wind Onshore,4.10,Highland,Scotland,Scotland
11754,Tacher C,Awaiting Construction,Planning Permission Granted,-3.41690913251293,58.40235555526325,Wind Onshore,4.10,Highland,Scotland,Scotland
11755,Oceanstar Project - Tidal Energy Farm,Awaiting Construction,Planning Permission Granted,inf,inf,Tidal Stream,10.00,Orkney Islands,Offshore,Scotland
11756,"Tweed Valley, Southern Uplands - Oliver Forest Wind Farm",Application Submitted,Planning Application Submitted,-3.4881436743890446,55.478040869400154,Battery,23.00,Borders,Scotland,Scotland
11757,Sunbury Battery Energy Storage System - Battery Energy Storage System,Application Submitted,Planning Application Submitted,-0.4388424975886257,51.40887317074535,Battery,200.00,Surrey,South East,England
11758,"Winterburn Hydro, Winterburn Reservoir - Hydro Electric Station",Awaiting Construction,Planning Permission Granted,-2.0825040586179164,54.035504058673546,Small Hydro,0.19,North Yorkshire,Yorkshire and Humber,England
11759,Cruxton Farm - Solar Farm,Application Submitted,Planning Application Submitted,-2.5687236417690755,50.75806579614806,Solar Photovoltaics,12.00,Dorset,South West,England
11760,Wind Turbine Development in Strabane,Application Submitted,Planning Application Submitted,-7.390908257367351,54.83793847572292,Wind Onshore,,Strabane,Northern Ireland,Northern Ireland
11761,"Petroc, Sticklepath - Battery Storage",Application Submitted,Planning Application Submitted,-4.069473059959995,51.07245244549488,Battery,1.00,Devon,South West,England
11762,"Sainsburys Supermarket, Stainsacre Lane - Solar Panels",Application Submitted,Planning Application Submitted,-0.6003518010811617,54.471061177157296,Solar Photovoltaics,0.32,North Yorkshire,Yorkshire and Humber,England
11763,"Pumping Station, West Thurrock Way - Micro Energy Storage",Awaiting Construction,Planning Permission Granted,0.2776804829502397,51.48381216944159,Battery,0.20,Essex,Eastern,England
11764,"Bevisol Limited, Orchard Business Park - Solar Panels",Awaiting Construction,Planning Permission Granted,-2.428897912820941,52.04879778069436,Solar Photovoltaics,0.37,Herefordshire,West Midlands,England
11765,"Holly Green Farm, Sandpit Lane - Roof Mounted Solar Panels",Awaiting Construction,Planning Permission Granted,-0.87867492593247,51.72630609623816,Solar Photovoltaics,,Buckinghamshire,South East,England
11766,"West Middlesex Hospital, Twickenham Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.32443430416369246,51.4736483582282,Solar Photovoltaics,0.15,Middlesex,London,England
11767,"Volkswagen Group UK, Garamonde Drive - Solar Panels",Application Submitted,Planning Application Submitted,-0.7958263271937651,52.042323404274136,Solar Photovoltaics,0.70,Buckinghamshire,South East,England
11768,"The Beeches Yard, Beeches Lane - Solar Panels",Application Submitted,Planning Application Submitted,-0.04830127006593865,53.070796603958755,Solar Photovoltaics,,Lincolnshire,East Midlands,England
11769,"Simonside Industrial Unit, Shaftesbury Avenue - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.4674527267574384,54.9730398962991,Solar Photovoltaics,0.36,Tyne And Wear,North East,England
11770,"DSV, Stretton En Le Field - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.551279318993317,52.68563669267168,Solar Photovoltaics,0.21,Derbyshire,East Midlands,England
11771,"Fleetspoint Business Centre, Willis Way - Solar PV Panels",Application Submitted,Planning Application Submitted,-1.9889809719470637,50.73124333450005,Solar Photovoltaics,0.26,Dorset,South West,England
11772,"Fleetspoint Business Centre, Willis Way - Solar PV Panels",Application Submitted,Planning Application Submitted,-1.9889809719470637,50.73124333450005,Solar Photovoltaics,0.16,Dorset,South West,England
11773,"Wareham Road, Scouse Farm - Battery Storage",Application Refused,Planning Permission Refused,-2.931865446187664,50.78668203604402,Battery,50.00,Devon,South West,England
11774,Burton Lane - Micro Energy Storage,Awaiting Construction,Planning Permission Granted,-0.6000592688710426,53.24973938435855,Battery,0.20,Lincolnshire,East Midlands,England
11775,Funtley Solar Photovoltaic PV Farm,Application Submitted,Planning Application Submitted,-1.2192451628441552,50.881777536626785,Solar Photovoltaics,10.50,Hampshire,South East,England
11776,"Headways, Unit 3 - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.4492908414112684,53.721141185420606,Solar Photovoltaics,1.00,West Yorkshire,Yorkshire and Humber,England
11777,Bumpers Lane - Solar Array,Awaiting Construction,Planning Permission Granted,-2.9166258941675407,53.19244107405571,Solar Photovoltaics,0.20,Cheshire,North West,England
11778,Morrisons Supermarket - Solar PV Array,Awaiting Construction,Planning Permission Granted,-0.17954477750258765,51.79924846893768,Solar Photovoltaics,0.27,Hertfordshire,Eastern,England
11779,"Sewage Pumping Station, Rookery Lane - Micro Energy Storage",Awaiting Construction,Planning Permission Granted,-0.561507198369748,53.20644493544966,Battery,0.20,Lincolnshire,East Midlands,England
11780,"Hasbro Bradley UK, Caswell Way - Solar PV system",Awaiting Construction,Planning Permission Granted,-2.966563878564887,51.57041447232769,Solar Photovoltaics,0.15,Gwent,Wales,Wales
11781,"DSV Road, Stonehouse Lane - Solar Panels",Awaiting Construction,Planning Permission Granted,0.2602539510885086,51.48268356848119,Solar Photovoltaics,0.26,Essex,Eastern,England
11782,"Electricity Sub Station, Kinmel Park - Micro Energy Storage Facility",Awaiting Construction,Planning Permission Granted,-3.5064151427893946,53.2642926726714,Battery,0.20,Denbighshire,Wales,Wales
11783,"South Craven School, Holme Lane, Cross Hills - Solar panels",Awaiting Construction,Planning Permission Granted,-1.9888691621374965,53.89970094828054,Solar Photovoltaics,0.63,West Yorkshire,Yorkshire and Humber,England
11784,"Birkin Lane, Temple Normanton - Battery Storage",Application Refused,Planning Permission Refused,-1.3847978727374082,53.19970357580256,Battery,,Derbyshire,East Midlands,England
